Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2000,2000,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2001,2001,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2002,2002,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2003,2003,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2004,2004,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2005,2005,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2006,2006,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2007,2007,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2008,2008,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2009,2009,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2010,2010,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2011,2011,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2012,2012,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2013,2013,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2014,2014,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2015,2015,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2016,2016,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2017,2017,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2018,2018,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2019,2019,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6973,Multiple or layered crops,2020,2020,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6973,Multiple or layered crops,2020,2020,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6973,Multiple or layered crops,2021,2021,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6983,Grassland,2015,2015,1000 ha,4.82,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6983,Grassland,2016,2016,1000 ha,4.72,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6983,Grassland,2017,2017,1000 ha,4.7,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6983,Grassland,2018,2018,1000 ha,4.66,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6983,Grassland,2019,2019,1000 ha,4.58,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2001,2001,1000 ha,18.79,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2002,2002,1000 ha,17.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2003,2003,1000 ha,19.6,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2004,2004,1000 ha,18.75,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2005,2005,1000 ha,17.14,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2006,2006,1000 ha,16.29,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2007,2007,1000 ha,18.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2008,2008,1000 ha,20.27,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2009,2009,1000 ha,23.39,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2010,2010,1000 ha,23.52,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2011,2011,1000 ha,22.77,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2012,2012,1000 ha,24.2,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2013,2013,1000 ha,24.46,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2014,2014,1000 ha,27.9,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2015,2015,1000 ha,28.88,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2016,2016,1000 ha,32.13,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2017,2017,1000 ha,30.06,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2018,2018,1000 ha,31.17,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2019,2019,1000 ha,33.9,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2020,2020,1000 ha,32.56,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6983,Grassland,2021,2021,1000 ha,31.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,1992,1992,1000 ha,4.31,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,1993,1993,1000 ha,4.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,1994,1994,1000 ha,4.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,1995,1995,1000 ha,4.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,1996,1996,1000 ha,4.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,1997,1997,1000 ha,4.33,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,1998,1998,1000 ha,4.34,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,1999,1999,1000 ha,4.37,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2000,2000,1000 ha,4.38,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2001,2001,1000 ha,4.41,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2002,2002,1000 ha,4.44,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2003,2003,1000 ha,4.43,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2004,2004,1000 ha,4.41,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2005,2005,1000 ha,4.42,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2006,2006,1000 ha,4.43,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2007,2007,1000 ha,4.43,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2008,2008,1000 ha,4.43,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2009,2009,1000 ha,4.48,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2010,2010,1000 ha,4.52,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2011,2011,1000 ha,4.54,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2012,2012,1000 ha,4.58,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2013,2013,1000 ha,4.58,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2014,2014,1000 ha,5.19,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2015,2015,1000 ha,5.19,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2016,2016,1000 ha,5.47,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2017,2017,1000 ha,5.63,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2018,2018,1000 ha,5.89,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2019,2019,1000 ha,6.2,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6983,Grassland,2020,2020,1000 ha,6.25,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6983,Grassland,2020,2020,1000 ha,38.03,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6983,Grassland,2021,2021,1000 ha,50.06,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6974,Tree-covered areas,2015,2015,1000 ha,2623.93,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6974,Tree-covered areas,2016,2016,1000 ha,2622.77,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6974,Tree-covered areas,2017,2017,1000 ha,2622.33,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6974,Tree-covered areas,2018,2018,1000 ha,2621.29,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6974,Tree-covered areas,2019,2019,1000 ha,2621.11,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2001,2001,1000 ha,2436.98,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2002,2002,1000 ha,2545.81,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2003,2003,1000 ha,2556.39,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2004,2004,1000 ha,2560.73,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2005,2005,1000 ha,2552.35,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2006,2006,1000 ha,2552.33,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2007,2007,1000 ha,2552.6,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2008,2008,1000 ha,2557.59,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2009,2009,1000 ha,2555.99,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2010,2010,1000 ha,2557.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2011,2011,1000 ha,2562.15,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2012,2012,1000 ha,2571.34,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2013,2013,1000 ha,2579.95,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2014,2014,1000 ha,2579.13,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2015,2015,1000 ha,2581.43,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2016,2016,1000 ha,2576.8,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2017,2017,1000 ha,2583.01,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2018,2018,1000 ha,2590.08,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2019,2019,1000 ha,2593.7,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2020,2020,1000 ha,2597.75,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6974,Tree-covered areas,2021,2021,1000 ha,2594.37,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,1992,1992,1000 ha,2558.25,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,1993,1993,1000 ha,2558.25,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,1994,1994,1000 ha,2558.23,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,1995,1995,1000 ha,2559.68,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,1996,1996,1000 ha,2562.83,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,1997,1997,1000 ha,2566.15,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,1998,1998,1000 ha,2566.54,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,1999,1999,1000 ha,2566.97,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2000,2000,1000 ha,2567.23,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2001,2001,1000 ha,2568.1,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2002,2002,1000 ha,2568.09,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2003,2003,1000 ha,2568.18,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2004,2004,1000 ha,2568.52,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2005,2005,1000 ha,2568.57,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2006,2006,1000 ha,2568.51,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2007,2007,1000 ha,2568.53,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2008,2008,1000 ha,2568.44,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2009,2009,1000 ha,2568.11,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2010,2010,1000 ha,2567.64,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2011,2011,1000 ha,2567.49,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2012,2012,1000 ha,2567.35,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2013,2013,1000 ha,2567.45,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2014,2014,1000 ha,2563.12,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2015,2015,1000 ha,2563.13,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2016,2016,1000 ha,2558.9,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2017,2017,1000 ha,2556.8,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2018,2018,1000 ha,2553.6,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2019,2019,1000 ha,2549.43,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6974,Tree-covered areas,2020,2020,1000 ha,2548.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6974,Tree-covered areas,2020,2020,1000 ha,2620.75,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6974,Tree-covered areas,2021,2021,1000 ha,2628.01,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6975,Mangroves,2015,2015,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6975,Mangroves,2016,2016,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6975,Mangroves,2017,2017,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6975,Mangroves,2018,2018,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6975,Mangroves,2019,2019,1000 ha,,O,Missing value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2001,2001,1000 ha,326.68,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2002,2002,1000 ha,220.69,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2003,2003,1000 ha,207.42,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2004,2004,1000 ha,204,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2005,2005,1000 ha,213.81,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2006,2006,1000 ha,215.26,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2007,2007,1000 ha,213.23,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2008,2008,1000 ha,206.26,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2009,2009,1000 ha,205.64,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2010,2010,1000 ha,205.81,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2011,2011,1000 ha,202.09,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2012,2012,1000 ha,191.49,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2013,2013,1000 ha,182.21,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2014,2014,1000 ha,179.46,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2015,2015,1000 ha,175.97,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2016,2016,1000 ha,176.85,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2017,2017,1000 ha,172.53,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2018,2018,1000 ha,164.47,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2019,2019,1000 ha,158.23,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2020,2020,1000 ha,156.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6975,Mangroves,2021,2021,1000 ha,161.24,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,1992,1992,1000 ha,133.15,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,1993,1993,1000 ha,133.14,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,1994,1994,1000 ha,133.14,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,1995,1995,1000 ha,133.27,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,1996,1996,1000 ha,133.36,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,1997,1997,1000 ha,133.56,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,1998,1998,1000 ha,133.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,1999,1999,1000 ha,134.09,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2000,2000,1000 ha,134.22,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2001,2001,1000 ha,134.32,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2002,2002,1000 ha,134.75,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2003,2003,1000 ha,134.84,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2004,2004,1000 ha,135.38,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2005,2005,1000 ha,135.49,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2006,2006,1000 ha,135.63,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2007,2007,1000 ha,135.69,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2008,2008,1000 ha,135.68,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2009,2009,1000 ha,135.69,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2010,2010,1000 ha,135.7,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2011,2011,1000 ha,135.71,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2012,2012,1000 ha,135.82,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2013,2013,1000 ha,135.82,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2014,2014,1000 ha,136.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2015,2015,1000 ha,136.86,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2016,2016,1000 ha,136.83,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2017,2017,1000 ha,136.8,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2018,2018,1000 ha,136.79,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2019,2019,1000 ha,136.78,E,Estimated value
LC,Land Cover,090,Solomon Islands,5008,Area from CCI_LC,6975,Mangroves,2020,2020,1000 ha,136.43,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6975,Mangroves,2020,2020,1000 ha,71.09,E,Estimated value
LC,Land Cover,090,Solomon Islands,5013,Area from WorldCover,6975,Mangroves,2021,2021,1000 ha,56.14,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6976,Shrub-covered areas,2015,2015,1000 ha,0.12,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6976,Shrub-covered areas,2016,2016,1000 ha,0.12,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6976,Shrub-covered areas,2017,2017,1000 ha,0.12,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6976,Shrub-covered areas,2018,2018,1000 ha,0.12,E,Estimated value
LC,Land Cover,090,Solomon Islands,5006,Area from CGLS,6976,Shrub-covered areas,2019,2019,1000 ha,0.12,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2001,2001,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2002,2002,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2003,2003,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2004,2004,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2005,2005,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2006,2006,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2007,2007,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2008,2008,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2009,2009,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2010,2010,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2011,2011,1000 ha,0.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2012,2012,1000 ha,0.02,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2013,2013,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2014,2014,1000 ha,0,E,Estimated value
LC,Land Cover,090,Solomon Islands,5007,Area from MODIS,6976,Shrub-covered areas,2015,2015,1000 ha,0.02,E,Estimated value
